GMM, minDCF NO PCA with nTarget 8,nNonTarget2,MTypeTargetdiagonal,MtypeNonTargte tied, and prior 0.1 is 0.5239340101522844
GMM, minDCF NO PCA with nTarget 8,nNonTarget2,MTypeTargetdiagonal,MtypeNonTargte diagonal, and prior 0.1 is 0.5495431472081219
GMM, minDCF NO PCA with nTarget 8,nNonTarget2,MTypeTargetdiagonal,MtypeNonTargte tied diagonal, and prior 0.1 is 0.558248730964467
GMM, minDCF NO PCA with nTarget 8,nNonTarget2,MTypeTargettied diagonal,MtypeNonTargte mvg, and prior 0.1 is 0.487994923857868
GMM, minDCF NO PCA with nTarget 8,nNonTarget2,MTypeTargettied diagonal,MtypeNonTargte tied, and prior 0.1 is 0.5093654822335025
GMM, minDCF NO PCA with nTarget 8,nNonTarget2,MTypeTargettied diagonal,MtypeNonTargte diagonal, and prior 0.1 is 0.5307487309644671
GMM, minDCF NO PCA with nTarget 8,nNonTarget2,MTypeTargettied diagonal,MtypeNonTargte tied diagonal, and prior 0.1 is 0.5231598984771574
GMM, minDCF NO PCA with nTarget 8,nNonTarget4,MTypeTargetmvg,MtypeNonTargte mvg, and prior 0.1 is 0.5539340101522844
GMM, minDCF NO PCA with nTarget 8,nNonTarget4,MTypeTargetmvg,MtypeNonTargte tied, and prior 0.1 is 0.5398096446700507
GMM, minDCF NO PCA with nTarget 8,nNonTarget4,MTypeTargetmvg,MtypeNonTargte diagonal, and prior 0.1 is 0.5117893401015228
GMM, minDCF NO PCA with nTarget 8,nNonTarget4,MTypeTargetmvg,MtypeNonTargte tied diagonal, and prior 0.1 is 0.5264467005076142
GMM, minDCF NO PCA with nTarget 8,nNonTarget4,MTypeTargettied,MtypeNonTargte mvg, and prior 0.1 is 0.5074746192893401
GMM, minDCF NO PCA with nTarget 8,nNonTarget4,MTypeTargettied,MtypeNonTargte tied, and prior 0.1 is 0.4513578680203046
GMM, minDCF NO PCA with nTarget 8,nNonTarget4,MTypeTargettied,MtypeNonTargte diagonal, and prior 0.1 is 0.46488578680203047
